http://graphs.gw.govt.nz/?siteName=Chanel%20College%20AQ&dataSource=PM2.5%20(Hourly%20Average),,,,
Year,Day,Month,Hour, PM2.5
2016,1,1,1,3.746
2016,1,1,2,-3.184
2016,1,1,3,-2.946
2016,1,1,4,2.709
2016,1,1,5,-0.695
2016,1,1,6,2.976
2016,1,1,7,3.882
2016,1,1,8,3.349
2016,1,1,9,0.332
2016,1,1,10,-3.011
2016,1,1,11,-1.194
2016,1,1,12,2.859
2016,1,1,13,6.718
2016,1,1,14,6.452
2016,1,1,15,5.663
2016,1,1,16,3.586
2016,1,1,17,0.568
2016,1,1,18,4.941
2016,1,1,19,8.163
2016,1,1,20,9.18
2016,1,1,21,8.89
2016,1,1,22,7.058
2016,1,1,23,6.01
2016,1,1,24,4.58
2016,2,1,1,3.469
2016,2,1,2,-2.61
2016,2,1,3,-6.079
2016,2,1,4,3.313
2016,2,1,5,3.62
2016,2,1,6,5.972
2016,2,1,7,4.555
2016,2,1,8,4.544
2016,2,1,9,4.109
2016,2,1,10,7.439
2016,2,1,11,13.507
2016,2,1,12,12.751
2016,2,1,13,8.893
2016,2,1,14,2.946
2016,2,1,15,3.229
2016,2,1,16,4.853
2016,2,1,17,5.184
2016,2,1,18,9.702
2016,2,1,19,11.942
2016,2,1,20,11.743
2016,2,1,21,7.46
2016,2,1,22,7.639
2016,2,1,23,1.802
2016,2,1,24,3.696
2016,3,1,1,-3.081
2016,3,1,2,6.302
2016,3,1,3,9.154
2016,3,1,4,2.193
2016,3,1,5,1.972
2016,3,1,6,-0.607
2016,3,1,7,2.042
2016,3,1,8,1.115
2016,3,1,9,0.772
2016,3,1,10,-8.073
2016,3,1,11,-8.351
2016,3,1,12,1.448
2016,3,1,13,3.188
2016,3,1,14,1.565
2016,3,1,15,2.165
2016,3,1,16,-2.822
2016,3,1,17,0
2016,3,1,18,-2.302
2016,3,1,19,-2.729
2016,3,1,20,-0.967
2016,3,1,21,-0.496
2016,3,1,22,0.344
2016,3,1,23,-1.685
2016,3,1,24,1.823
2016,4,1,1,-0.237
2016,4,1,2,16.048
2016,4,1,3,17.886
2016,4,1,4,6.622
2016,4,1,5,2.012
2016,4,1,6,2.71
2016,4,1,7,1.388
2016,4,1,8,2.179
2016,4,1,9,0.599
2016,4,1,10,-6.242
2016,4,1,11,-5.44
2016,4,1,12,-0.41
2016,4,1,13,8.389
2016,4,1,14,8.816
2016,4,1,15,-1.25
2016,4,1,16,5.006
2016,4,1,17,-1.206
2016,4,1,18,-4.647
2016,4,1,19,-8.351
2016,4,1,20,0.84
2016,4,1,21,-0.173
2016,4,1,22,3.973
2016,4,1,23,4.749
2016,4,1,24,4.701
2016,5,1,1,4.243
2016,5,1,2,23.169
2016,5,1,3,20.98
2016,5,1,4,9.287
2016,5,1,5,0.762
2016,5,1,6,7.075
2016,5,1,7,6.144
2016,5,1,8,7.489
2016,5,1,9,5.095
2016,5,1,10,5.347
2016,5,1,11,5.637
2016,5,1,12,-0.059
2016,5,1,13,2.725
2016,5,1,14,2.557
2016,5,1,15,1.402
2016,5,1,16,1.861
2016,5,1,17,0.901
2016,5,1,18,5.846
2016,5,1,19,12.383
2016,5,1,20,7.606
2016,5,1,21,8.065
2016,5,1,22,5.264
2016,5,1,23,6.138
2016,5,1,24,1.292
2016,6,1,1,3.616
2016,6,1,2,2.076
2016,6,1,3,8.312
2016,6,1,4,3.91
2016,6,1,5,1.479
2016,6,1,6,1.013
2016,6,1,7,1.251
2016,6,1,8,2.653
2016,6,1,9,2.352
2016,6,1,10,1.133
2016,6,1,11,-1.239
2016,6,1,12,0.588
2016,6,1,13,0.684
2016,6,1,14,3.136
2016,6,1,15,3.421
2016,6,1,16,2.459
2016,6,1,17,1.541
2016,6,1,18,13.633
2016,6,1,19,13.709
2016,6,1,20,5.511
2016,6,1,21,2.965
2016,6,1,22,4.835
2016,6,1,23,2.69
2016,6,1,24,5.582
2016,7,1,1,4.682
2016,7,1,2,6.848
2016,7,1,3,13.395
2016,7,1,4,10.56
2016,7,1,5,4.109
2016,7,1,6,2.616
2016,7,1,7,2.641
2016,7,1,8,3.508
2016,7,1,9,1.722
2016,7,1,10,16.8
2016,7,1,11,25.302
2016,7,1,12,9.776
2016,7,1,13,5.799
2016,7,1,14,4.475
2016,7,1,15,8.15
2016,7,1,16,0.825
2016,7,1,17,10.263
2016,7,1,18,9.548
2016,7,1,19,4.084
2016,7,1,20,-0.919
2016,7,1,21,4.466
2016,7,1,22,2.821
2016,7,1,23,-0.363
2016,7,1,24,-2.994
2016,8,1,1,0.405
2016,8,1,2,19.546
2016,8,1,3,19.55
2016,8,1,4,8.104
2016,8,1,5,3.823
2016,8,1,6,0.604
2016,8,1,7,0.214
2016,8,1,8,0.047
2016,8,1,9,-5.102
2016,8,1,10,0.816
2016,8,1,11,5.601
2016,8,1,12,7.294
2016,8,1,13,1.674
2016,8,1,14,0.562
2016,8,1,15,1.762
2016,8,1,16,2.658
2016,8,1,17,2.192
2016,8,1,18,0.655
2016,8,1,19,3.05
2016,8,1,20,-1.073
2016,8,1,21,-1.931
2016,8,1,22,-0.476
2016,8,1,23,7.238
2016,8,1,24,8.652
2016,9,1,1,-3.762
2016,9,1,2,0.184
2016,9,1,3,3.879
2016,9,1,4,3.612
2016,9,1,5,2.012
2016,9,1,6,6.513
2016,9,1,7,5.155
2016,9,1,8,9.172
2016,9,1,9,5.356
2016,9,1,10,0.174
2016,9,1,11,4.478
2016,9,1,12,4.394
2016,9,1,13,2.57
2016,9,1,14,4.961
2016,9,1,15,1.723
2016,9,1,16,4.016
2016,9,1,17,-2.618
2016,9,1,18,-1.112
2016,9,1,19,6.381
2016,9,1,20,6.54
2016,9,1,21,1.913
2016,9,1,22,0.477
2016,9,1,23,1.49
2016,9,1,24,6.087
2016,10,1,1,1.474
2016,10,1,2,-7.322
2016,10,1,3,-7.383
2016,10,1,4,-3.006
2016,10,1,5,1.976
2016,10,1,6,5.003
2016,10,1,7,1.684
2016,10,1,8,1.792
2016,10,1,9,0.268
2016,10,1,10,-1.968
2016,10,1,11,4.646
2016,10,1,12,2.465
2016,10,1,13,3.127
2016,10,1,14,4.566
2016,10,1,15,4.437
2016,10,1,16,12.316
2016,10,1,17,19.793
2016,10,1,18,3.276
2016,10,1,19,0.846
2016,10,1,20,9.839
2016,10,1,21,5.654
2016,10,1,22,13.487
2016,10,1,23,9.188
2016,10,1,24,1.105
2016,11,1,1,9.906
2016,11,1,2,-0.53
2016,11,1,3,0.708
2016,11,1,4,6.684
2016,11,1,5,4.939
2016,11,1,6,6.273
2016,11,1,7,3.936
2016,11,1,8,7.708
2016,11,1,9,8.038
2016,11,1,10,23.821
2016,11,1,11,20.284
2016,11,1,12,9.136
2016,11,1,13,4.423
2016,11,1,14,7.594
2016,11,1,15,3.812
2016,11,1,16,7.764
2016,11,1,17,7.357
2016,11,1,18,3.374
2016,11,1,19,4.797
2016,11,1,20,9.586
2016,11,1,21,7.818
2016,11,1,22,8.066
2016,11,1,23,7.025
2016,11,1,24,5.661
2016,12,1,1,5.207
2016,12,1,2,4.897
2016,12,1,3,7.794
2016,12,1,4,5.758
2016,12,1,5,5.862
2016,12,1,6,4.136
2016,12,1,7,7.74
2016,12,1,8,3.547
2016,12,1,9,2.474
2016,12,1,10,-0.4
2016,12,1,11,4.601
2016,12,1,12,3.692
2016,12,1,13,2.363
2016,12,1,14,4.207
2016,12,1,15,4.094
2016,12,1,16,7.962
2016,12,1,17,7.874
2016,12,1,18,21.057
2016,12,1,19,25.27
2016,12,1,20,7.292
2016,12,1,21,5.365
2016,12,1,22,-0.426
2016,12,1,23,1.683
2016,12,1,24,4.216
2016,13,1,1,5.915
2016,13,1,2,13.02
2016,13,1,3,17.077
2016,13,1,4,6.312
2016,13,1,5,0.091
2016,13,1,6,4.795
2016,13,1,7,2.884
2016,13,1,8,0.704
2016,13,1,9,0.699
2016,13,1,10,5.856
2016,13,1,11,6.349
2016,13,1,12,10.092
2016,13,1,13,0
2016,13,1,14,11.808
2016,13,1,15,9.789
2016,13,1,16,10.682
2016,13,1,17,24.912
2016,13,1,18,22.239
2016,13,1,19,11.07
2016,13,1,20,6.045
2016,13,1,21,1.586
2016,13,1,22,4.346
2016,13,1,23,3.803
2016,13,1,24,5.055
2016,14,1,1,10.729
2016,14,1,2,4.192
2016,14,1,3,5.824
2016,14,1,4,5.995
2016,14,1,5,5.463
2016,14,1,6,7.329
2016,14,1,7,3.821
2016,14,1,8,8.821
2016,14,1,9,-6.333
2016,14,1,10,-8.744
2016,14,1,11,-2.306
2016,14,1,12,3.261
2016,14,1,13,5.637
2016,14,1,14,3.139
2016,14,1,15,3.738
2016,14,1,16,7.671
2016,14,1,17,14.091
2016,14,1,18,7.975
2016,14,1,19,4.583
2016,14,1,20,2.422
2016,14,1,21,3.747
2016,14,1,22,4.022
2016,14,1,23,4.921
2016,14,1,24,7.426
2016,15,1,1,-4.152
2016,15,1,2,-0.108
2016,15,1,3,4.844
2016,15,1,4,3.589
2016,15,1,5,5.426
2016,15,1,6,7.866
2016,15,1,7,5.924
2016,15,1,8,4.363
2016,15,1,9,5.991
2016,15,1,10,5.982
2016,15,1,11,9.865
2016,15,1,12,1.916
2016,15,1,13,-8.041
2016,15,1,14,0.234
2016,15,1,15,4.601
2016,15,1,16,5.465
2016,15,1,17,17.767
2016,15,1,18,15.038
2016,15,1,19,5.996
2016,15,1,20,0.82
2016,15,1,21,2.983
2016,15,1,22,5.426
2016,15,1,23,1.499
2016,15,1,24,0.272
2016,16,1,1,17.116
2016,16,1,2,16.809
2016,16,1,3,5.021
2016,16,1,4,4.61
2016,16,1,5,5.899
2016,16,1,6,5.291
2016,16,1,7,3.883
2016,16,1,8,1.703
2016,16,1,9,2.538
2016,16,1,10,-1.842
2016,16,1,11,0.672
2016,16,1,12,2.877
2016,16,1,13,2.215
2016,16,1,14,3.171
2016,16,1,15,2.315
2016,16,1,16,0.184
2016,16,1,17,-4.483
2016,16,1,18,-4.526
2016,16,1,19,0.101
2016,16,1,20,3.123
2016,16,1,21,4.146
2016,16,1,22,3.572
2016,16,1,23,0.918
2016,16,1,24,7.816
2016,17,1,1,6.051
2016,17,1,2,-1.329
2016,17,1,3,3.579
2016,17,1,4,2.827
2016,17,1,5,0.441
2016,17,1,6,3.764
2016,17,1,7,1.603
2016,17,1,8,0.966
2016,17,1,9,18.303
2016,17,1,10,21.803
2016,17,1,11,9.614
2016,17,1,12,8.477
2016,17,1,13,3.231
2016,17,1,14,2.501
2016,17,1,15,6.003
2016,17,1,16,0.189
2016,17,1,17,10.51
2016,17,1,18,12.584
2016,17,1,19,9.299
2016,17,1,20,5.572
2016,17,1,21,5.262
2016,17,1,22,6.98
2016,17,1,23,4.987
2016,17,1,24,5.986
2016,18,1,1,7.644
2016,18,1,2,11.265
2016,18,1,3,9.259
2016,18,1,4,11.602
2016,18,1,5,12.069
2016,18,1,6,12.342
2016,18,1,7,12.068
2016,18,1,8,13.549
2016,18,1,9,17.302
2016,18,1,10,16.092
2016,18,1,11,13.835
2016,18,1,12,11.268
2016,18,1,13,10.921
2016,18,1,14,9.82
2016,18,1,15,8.345
2016,18,1,16,10.97
2016,18,1,17,7.86
2016,18,1,18,12.704
2016,18,1,19,7.616
2016,18,1,20,6.044
2016,18,1,21,6.78
2016,18,1,22,7.501
2016,18,1,23,3.727
2016,18,1,24,4.38
2016,19,1,1,-2.776
2016,19,1,2,-3.866
2016,19,1,3,0.917
2016,19,1,4,-0.295
2016,19,1,5,0.886
2016,19,1,6,0.977
2016,19,1,7,-0.605
2016,19,1,8,1.297
2016,19,1,9,2.595
2016,19,1,10,-0.032
2016,19,1,11,-2.3
2016,19,1,12,1.125
2016,19,1,13,2.097
2016,19,1,14,0.819
2016,19,1,15,6.255
2016,19,1,16,2.495
2016,19,1,17,15.543
2016,19,1,18,16.508
2016,19,1,19,7.966
2016,19,1,20,5.241
2016,19,1,21,5.835
2016,19,1,22,2.603
2016,19,1,23,-2.01
2016,19,1,24,6.945
2016,20,1,1,-5.024
2016,20,1,2,-7.145
2016,20,1,3,0.826
2016,20,1,4,-2.186
2016,20,1,5,-2.788
2016,20,1,6,-2.358
2016,20,1,7,-2.207
2016,20,1,8,1.089
2016,20,1,9,9.736
2016,20,1,10,10.294
2016,20,1,11,7.381
2016,20,1,12,4.571
2016,20,1,13,3.312
2016,20,1,14,1.157
2016,20,1,15,2.896
2016,20,1,16,1.993
2016,20,1,17,-0.683
2016,20,1,18,-3.261
2016,20,1,19,0.571
2016,20,1,20,2.279
2016,20,1,21,0.77
2016,20,1,22,1.009
2016,20,1,23,1.766
2016,20,1,24,2.794
2016,21,1,1,9.961
2016,21,1,2,11.338
2016,21,1,3,6.283
2016,21,1,4,3.468
2016,21,1,5,0.963
2016,21,1,6,0.677
2016,21,1,7,3.096
2016,21,1,8,3.432
2016,21,1,9,-1.176
2016,21,1,10,3.67
2016,21,1,11,6.118
2016,21,1,12,1.89
2016,21,1,13,8.43
2016,21,1,14,-4.887
2016,21,1,15,9.05
2016,21,1,16,14.236
2016,21,1,17,4.992
2016,21,1,18,-0.49
2016,21,1,19,-8.28
2016,21,1,20,-6.6
2016,21,1,21,6.935
2016,21,1,22,0.927
2016,21,1,23,3.017
2016,21,1,24,2.869
2016,22,1,1,14.427
2016,22,1,2,11.003
2016,22,1,3,5.093
2016,22,1,4,-0.237
2016,22,1,5,4.318
2016,22,1,6,6.037
2016,22,1,7,3.635
2016,22,1,8,3.814
2016,22,1,9,16.993
2016,22,1,10,15.095
2016,22,1,11,7.983
2016,22,1,12,4.184
2016,22,1,13,5.327
2016,22,1,14,3.88
2016,22,1,15,1.624
2016,22,1,16,1.614
2016,22,1,17,6.771
2016,22,1,18,11.394
2016,22,1,19,4.41
2016,22,1,20,2.101
2016,22,1,21,3.916
2016,22,1,22,2.815
2016,22,1,23,4.122
2016,22,1,24,1.26
2016,23,1,1,19.971
2016,23,1,2,21.532
2016,23,1,3,4.458
2016,23,1,4,4.583
2016,23,1,5,3.075
2016,23,1,6,3.926
2016,23,1,7,-0.979
2016,23,1,8,1.696
2016,23,1,9,8.692
2016,23,1,10,6.907
2016,23,1,11,6.508
2016,23,1,12,1.054
2016,23,1,13,11.445
2016,23,1,14,-3.68
2016,23,1,15,12.175
2016,23,1,16,4.777
2016,23,1,17,0.581
2016,23,1,18,6.577
2016,23,1,19,0.829
2016,23,1,20,5.604
2016,23,1,21,3.54
2016,23,1,22,-2.202
2016,23,1,23,2.671
2016,23,1,24,2.228
2016,24,1,1,4.324
2016,24,1,2,0.597
2016,24,1,3,0.915
2016,24,1,4,0.572
2016,24,1,5,0.65
2016,24,1,6,3.404
2016,24,1,7,3.093
2016,24,1,8,1.143
2016,24,1,9,-0.499
2016,24,1,10,-1.016
2016,24,1,11,2.12
2016,24,1,12,2.964
2016,24,1,13,4.769
2016,24,1,14,-0.554
2016,24,1,15,9.081
2016,24,1,16,5.569
2016,24,1,17,2.7
2016,24,1,18,9.484
2016,24,1,19,5.267
2016,24,1,20,-1.915
2016,24,1,21,-1.07
2016,24,1,22,2.962
2016,24,1,23,0.877
2016,24,1,24,3.838
2016,25,1,1,-3.202
2016,25,1,2,-0.838
2016,25,1,3,1.563
2016,25,1,4,4.148
2016,25,1,5,4.268
2016,25,1,6,3.143
2016,25,1,7,-0.148
2016,25,1,8,2.253
2016,25,1,9,1.816
2016,25,1,10,6.537
2016,25,1,11,5.563
2016,25,1,12,6.5
2016,25,1,13,7.231
2016,25,1,14,-6.35
2016,25,1,15,14.448
2016,25,1,16,-8.278
2016,25,1,17,7.666
2016,25,1,18,0.723
2016,25,1,19,1.962
2016,25,1,20,6.033
2016,25,1,21,7.873
2016,25,1,22,5.346
2016,25,1,23,2.954
2016,25,1,24,3.339
2016,26,1,1,12.939
2016,26,1,2,8.853
2016,26,1,3,5.466
2016,26,1,4,3.914
2016,26,1,5,3.773
2016,26,1,6,2.35
2016,26,1,7,3.644
2016,26,1,8,7.694
2016,26,1,9,18.245
2016,26,1,10,16.626
2016,26,1,11,7.557
2016,26,1,12,4.355
2016,26,1,13,-1.204
2016,26,1,14,-2.727
2016,26,1,15,8.515
2016,26,1,16,6.132
2016,26,1,17,4.19
2016,26,1,18,-2.827
2016,26,1,19,8.758
2016,26,1,20,1.229
2016,26,1,21,3.741
2016,26,1,22,4.781
2016,26,1,23,4.667
2016,26,1,24,4.963
2016,27,1,1,9.374
2016,27,1,2,10.033
2016,27,1,3,6.025
2016,27,1,4,5.308
2016,27,1,5,3.674
2016,27,1,6,3.443
2016,27,1,7,2.88
2016,27,1,8,3.207
2016,27,1,9,5.844
2016,27,1,10,11.357
2016,27,1,11,7.433
2016,27,1,12,4.186
2016,27,1,13,3.072
2016,27,1,14,3.026
2016,27,1,15,1.178
2016,27,1,16,0.146
2016,27,1,17,6.936
2016,27,1,18,9.041
2016,27,1,19,5.073
2016,27,1,20,1.945
2016,27,1,21,3.162
2016,27,1,22,-1.36
2016,27,1,23,-1.499
2016,27,1,24,1.493
2016,28,1,1,-3.513
2016,28,1,2,-3.068
2016,28,1,3,0.118
2016,28,1,4,0.332
2016,28,1,5,0.409
2016,28,1,6,2.183
2016,28,1,7,-0.698
2016,28,1,8,0.166
2016,28,1,9,-4.255
2016,28,1,10,-6.143
2016,28,1,11,-0.669
2016,28,1,12,1.406
2016,28,1,13,2.385
2016,28,1,14,-0.145
2016,28,1,15,1.615
2016,28,1,16,0.177
2016,28,1,17,9.239
2016,28,1,18,12.985
2016,28,1,19,10.559
2016,28,1,20,2.073
2016,28,1,21,4.088
2016,28,1,22,10.037
2016,28,1,23,0.711
2016,28,1,24,3.841
2016,29,1,1,7.14
2016,29,1,2,5.444
2016,29,1,3,5.805
2016,29,1,4,3.814
2016,29,1,5,1.243
2016,29,1,6,5.487
2016,29,1,7,2.33
2016,29,1,8,-0.368
2016,29,1,9,5.612
2016,29,1,10,11.417
2016,29,1,11,4.318
2016,29,1,12,5.011
2016,29,1,13,4.854
2016,29,1,14,5.672
2016,29,1,15,6.46
2016,29,1,16,7.488
2016,29,1,17,3.763
2016,29,1,18,5.56
2016,29,1,19,2.43
2016,29,1,20,4.76
2016,29,1,21,0.511
2016,29,1,22,1.982
2016,29,1,23,4.838
2016,29,1,24,3.226
2016,30,1,1,14.356
2016,30,1,2,14.844
2016,30,1,3,11.973
2016,30,1,4,8.078
2016,30,1,5,6.513
2016,30,1,6,7.896
2016,30,1,7,2.025
2016,30,1,8,5.416
2016,30,1,9,17.529
2016,30,1,10,16.695
2016,30,1,11,4.061
2016,30,1,12,3.117
2016,30,1,13,5.22
2016,30,1,14,-0.072
2016,30,1,15,1.048
2016,30,1,16,-0.929
2016,30,1,17,-1.101
2016,30,1,18,5.307
2016,30,1,19,1.889
2016,30,1,20,3.827
2016,30,1,21,2.979
2016,30,1,22,1.597
2016,30,1,23,2.196
2016,30,1,24,1.065
2016,31,1,1,2.212
2016,31,1,2,-1.303
2016,31,1,3,1.929
2016,31,1,4,3.706
2016,31,1,5,5.387
2016,31,1,6,0.464
2016,31,1,7,1.885
2016,31,1,8,2.151
2016,31,1,9,-1.798
2016,31,1,10,-5.616
2016,31,1,11,-0.837
2016,31,1,12,4.46
2016,31,1,13,1.819
2016,31,1,14,-0.307
2016,31,1,15,0.951
2016,31,1,16,2.046
2016,31,1,17,8.262
2016,31,1,18,17.319
2016,31,1,19,11.24
2016,31,1,20,7.098
2016,31,1,21,6.564
2016,31,1,22,5.862
2016,31,1,23,-1.415
2016,1,2,1,7.99
2016,1,2,2,13.803
2016,1,2,3,14.746
2016,1,2,4,8.447
2016,1,2,5,-1.65
2016,1,2,6,-1.033
2016,1,2,7,2.953
2016,1,2,8,-4.255
2016,1,2,9,-1.247
2016,1,2,10,6.702
2016,1,2,11,8.882
2016,1,2,12,1.143
2016,1,2,13,3.186
2016,1,2,14,6.687
2016,1,2,15,1.176
2016,1,2,16,1.965
2016,1,2,17,3.616
2016,1,2,18,9.216
2016,1,2,19,-0.805
2016,1,2,20,-3.478
2016,1,2,21,3.385
2016,1,2,22,2.711
2016,1,2,23,-0.128
2016,1,2,24,2.224
2016,2,2,1,4.431
2016,2,2,2,8.115
2016,2,2,3,4.93
2016,2,2,4,3.958
2016,2,2,5,3.811
2016,2,2,6,3.083
2016,2,2,7,3.615
2016,2,2,8,2.32
2016,2,2,9,2.569
2016,2,2,10,12.326
2016,2,2,11,12.791
2016,2,2,12,6.856
2016,2,2,13,7.234
2016,2,2,14,-0.194
2016,2,2,15,1.784
2016,2,2,17,3.564
2016,2,2,18,0
2016,2,2,19,17.346
2016,2,2,20,9.419
2016,2,2,21,6.11
2016,2,2,22,5.312
2016,2,2,23,0.397
2016,2,2,24,1.3
2016,3,2,1,0.101
2016,3,2,2,6.495
2016,3,2,3,4.961
2016,3,2,4,3.662
2016,3,2,5,2.43
2016,3,2,6,3.3
2016,3,2,7,1.781
2016,3,2,8,0.951
2016,3,2,9,1.991
2016,3,2,10,3.665
2016,3,2,11,7.529
2016,3,2,12,7.322
2016,3,2,13,2.607
2016,3,2,14,1.012
2016,3,2,15,-1.6
2016,3,2,16,5.042
2016,3,2,17,-1.482
2016,3,2,18,-2.341
2016,3,2,19,1.468
2016,3,2,20,7.549
2016,3,2,21,9.786
2016,3,2,22,8.635
2016,3,2,23,7.32
2016,3,2,24,4.907
2016,4,2,1,4.223
2016,4,2,2,0.359
2016,4,2,3,-0.597
2016,4,2,4,5.009
2016,4,2,5,6.41
2016,4,2,6,1.351
2016,4,2,7,4.873
2016,4,2,8,4.953
2016,4,2,9,5.812
2016,4,2,10,7.38
2016,4,2,11,6.468
2016,4,2,12,6.403
2016,4,2,13,7.387
2016,4,2,14,6.297
2016,4,2,15,4.443
2016,4,2,16,8.396
2016,4,2,17,7.137
2016,4,2,18,7.379
2016,4,2,19,10.188
2016,4,2,20,12.145
2016,4,2,21,6.455
2016,4,2,22,2.316
2016,4,2,23,1.241
2016,4,2,24,1.809
2016,5,2,1,5.908
2016,5,2,2,-1.557
2016,5,2,3,-3.824
2016,5,2,4,4.073
2016,5,2,5,4.508
2016,5,2,6,6.087
2016,5,2,7,3.357
2016,5,2,8,4.307
2016,5,2,9,4.13
2016,5,2,10,4.786
2016,5,2,11,3.755
2016,5,2,12,2.809
2016,5,2,13,5.527
2016,5,2,14,5.633
2016,5,2,15,-1.682
2016,5,2,16,4.276
2016,5,2,17,-0.031
2016,5,2,18,-2.676
2016,5,2,19,2.382
2016,5,2,20,7.693
2016,5,2,21,5.241
2016,5,2,22,4.47
2016,5,2,23,6.729
2016,5,2,24,10.245
2016,6,2,1,5.773
2016,6,2,2,9.166
2016,6,2,3,12.848
2016,6,2,4,10.167
2016,6,2,5,5.249
2016,6,2,6,5.265
2016,6,2,7,5.149
2016,6,2,8,5.574
2016,6,2,9,9.134
2016,6,2,10,4.225
2016,6,2,11,-2.913
2016,6,2,12,3.682
2016,6,2,13,4.696
2016,6,2,14,1.165
2016,6,2,15,3.126
2016,6,2,16,10.236
2016,6,2,17,9.935
2016,6,2,18,6.577
2016,6,2,19,-1.571
2016,6,2,20,6.583
2016,6,2,21,10.154
2016,6,2,22,7.446
2016,6,2,23,7.876
2016,6,2,24,7.367
2016,7,2,1,6.566
2016,7,2,2,0.349
2016,7,2,3,-0.808
2016,7,2,4,2.344
2016,7,2,5,2.975
2016,7,2,6,3.78
2016,7,2,7,4.191
2016,7,2,8,2.147
2016,7,2,9,3.717
2016,7,2,10,8.18
2016,7,2,11,10.046
2016,7,2,12,7.497
2016,7,2,13,4.69
2016,7,2,14,3.832
2016,7,2,15,3.486
2016,7,2,16,3.757
2016,7,2,17,5.495
2016,7,2,18,4.335
2016,7,2,19,1.473
2016,7,2,20,4.714
2016,7,2,21,5.464
2016,7,2,22,4.74
2016,7,2,23,2.744
2016,7,2,24,4.426
2016,8,2,1,3.469
2016,8,2,2,17.346
2016,8,2,3,21.925
2016,8,2,4,9.65
2016,8,2,5,3.026
2016,8,2,6,4.174
2016,8,2,7,3.531
2016,8,2,8,3.297
2016,8,2,9,4.225
2016,8,2,10,0.614
2016,8,2,11,0.846
2016,8,2,12,3.155
2016,8,2,13,3.218
2016,8,2,14,4.243
2016,8,2,15,7.761
2016,8,2,16,4.404
2016,8,2,17,3.426
2016,8,2,18,-0.981
2016,8,2,19,0.387
2016,8,2,20,-0.013
2016,8,2,21,0.518
2016,8,2,22,3.139
2016,8,2,23,1
2016,8,2,24,0.331
2016,9,2,1,1.9
2016,9,2,2,9.039
2016,9,2,3,13.244
2016,9,2,4,6.534
2016,9,2,5,3.617
2016,9,2,6,2.976
2016,9,2,7,2.248
2016,9,2,8,7.396
2016,9,2,9,2.814
2016,9,2,10,-4.736
2016,9,2,11,-5.985
2016,9,2,12,3.775
2016,9,2,13,5.094
2016,9,2,14,3.795
2016,9,2,15,4.35
2016,9,2,16,4.563
2016,9,2,17,5.714
2016,9,2,18,10.707
2016,9,2,19,7.588
2016,9,2,20,5.056
2016,9,2,21,4.938
2016,9,2,22,12.844
2016,9,2,23,11.418
2016,9,2,24,9.408
2016,10,2,1,7.114
2016,10,2,2,5.368
2016,10,2,3,4.735
2016,10,2,4,3.353
2016,10,2,5,5.399
2016,10,2,6,2.479
2016,10,2,7,3.166
2016,10,2,8,5.685
2016,10,2,9,3.643
2016,10,2,10,6.157
2016,10,2,11,11.08
2016,10,2,12,6.961
2016,10,2,13,10.414
2016,10,2,14,8.38
2016,10,2,15,7.22
2016,10,2,16,3.934
2016,10,2,17,1.56
2016,10,2,18,4.139
2016,10,2,19,2.677
2016,10,2,20,2.651
2016,10,2,21,3.291
2016,10,2,22,3.303
2016,10,2,23,2.258
2016,10,2,24,1.437
2016,11,2,1,-0.647
2016,11,2,2,7.254
2016,11,2,3,6.546
2016,11,2,4,6.416
2016,11,2,5,3.818
2016,11,2,6,1.89
2016,11,2,7,3.928
2016,11,2,8,3.009
2016,11,2,9,4.327
2016,11,2,10,8.246
2016,11,2,11,10.557
2016,11,2,12,7.821
2016,11,2,13,1.087
2016,11,2,14,-0.173
2016,11,2,15,3.781
2016,11,2,16,11.995
2016,11,2,17,-2.998
2016,11,2,18,0.762
2016,11,2,19,11.615
2016,11,2,20,-2.5
2016,11,2,21,0.362
2016,11,2,22,0.845
2016,11,2,23,5.315
2016,11,2,24,9.525
2016,12,2,1,5.398
2016,12,2,2,7.173
2016,12,2,3,6.229
2016,12,2,4,2.247
2016,12,2,5,4.189
2016,12,2,6,4.52
2016,12,2,7,7.552
2016,12,2,8,3.385
2016,12,2,9,9.353
2016,12,2,10,4.005
2016,12,2,11,2.572
2016,12,2,12,3.516
2016,12,2,13,0.02
2016,12,2,14,0.796
2016,12,2,15,10.219
2016,12,2,16,3.259
2016,12,2,17,1.245
2016,12,2,18,13.055
2016,12,2,19,17.142
2016,12,2,20,6.745
2016,12,2,21,4.664
2016,12,2,22,2.079
2016,12,2,23,-0.07
2016,12,2,24,7.351
2016,13,2,1,16.441
2016,13,2,2,9.616
2016,13,2,3,-5.849
2016,13,2,4,9.676
2016,13,2,5,3.693
2016,13,2,6,5.904
2016,13,2,7,3.455
2016,13,2,8,3.078
2016,13,2,9,-1.401
2016,13,2,10,-3.292
2016,13,2,11,1.7
2016,13,2,12,5.753
2016,13,2,13,10.607
2016,13,2,14,9.141
2016,13,2,15,7.12
2016,13,2,16,5.275
2016,13,2,17,1.512
2016,13,2,18,12.238
2016,13,2,19,11.097
2016,13,2,20,10.156
2016,13,2,21,7.704
2016,13,2,22,7.111
2016,13,2,23,7.33
2016,13,2,24,10.183
2016,14,2,1,8.449
2016,14,2,2,8.965
2016,14,2,3,4.189
2016,14,2,4,7.822
2016,14,2,5,5.158
2016,14,2,6,4.968
